"isolate","treatment","variable","mean_value","min_value","max_value","stdev_value","ENR","species","origin","mod_variable"
"4A7","con","8",0.640333333333333,0.492,0.778,0.0827331721728218,"FabV","entomophila","study_isolate",8
"4A7","con",".5",0.826,0.709,0.971,0.0769177049406268,"FabV","entomophila","study_isolate",0.5
"4A7","inh","128",0.0336666666666667,0.012,0.07,0.0182787064944736,"FabV","entomophila","study_isolate",128
"4A7","inh","32",0.00666666666666667,0.001,0.017,0.00517472489875334,"FabV","entomophila","study_isolate",32
"4A7","inh","8",0.000333333333333333,0,0.001,0.000333333333333333,"FabV","entomophila","study_isolate",8
"4A7","inh",".5",0.558666666666667,0.364,0.772,0.118148682223337,"FabV","entomophila","study_isolate",0.5
"4A7","inh","GC",0.722,0.614,0.836,0.0641560597293818,"FabV","entomophila","study_isolate",0
"4A7","con","4",0.904,0.815,1.013,0.058025856305616,"FabV","entomophila","study_isolate",4
"4A7","con",".25",0.884,0.714,1.134,0.127671453348037,"FabV","entomophila","study_isolate",0.25
"4A7","inh","64",0.0266666666666667,0.016,0.048,0.0106666666666667,"FabV","entomophila","study_isolate",64
"4A7","inh","16",0.000333333333333333,-0.001,0.002,0.000881917103688197,"FabV","entomophila","study_isolate",16
"4A7","inh","4",0,0,0,0,"FabV","entomophila","study_isolate",4
"4A7","inh",".25",0.694,0.466,0.841,0.115581140330073,"FabV","entomophila","study_isolate",0.25
"4A7","con","GC",0.941,0.821,1.089,0.078621455934963,"FabV","entomophila","study_isolate",0
"56A10","inh","128",0.039,0.013,0.086,0.0235442845152137,"FabV","fulva","study_isolate",128
"56A10","inh","32",0.00433333333333333,0.001,0.007,0.00176383420737639,"FabV","fulva","study_isolate",32
"56A10","inh",".25",0.135333333333333,0.034,0.247,0.0617044929032274,"FabV","fulva","study_isolate",0.25
"56A10","inh","16",-0.000333333333333333,-0.001,0,0.000333333333333333,"FabV","fulva","study_isolate",16
"56A10","con","64",0.416333333333333,0.414,0.42,0.00185592145427668,"FabV","fulva","study_isolate",64
"56A10","inh","GC",0.185333333333333,0.107,0.295,0.0564869699822692,"FabV","fulva","study_isolate",0
"56A10","inh","1",0.041,0.008,0.096,0.0276827262626594,"FabV","fulva","study_isolate",1
"56A10","inh","8",0.000333333333333333,0,0.001,0.000333333333333333,"FabV","fulva","study_isolate",8
"56A10","inh","64",0.00766666666666667,0.004,0.011,0.00202758751009941,"FabV","fulva","study_isolate",64
"56A10","inh",".5",0.125666666666667,0.061,0.229,0.0522089817730415,"FabV","fulva","study_isolate",0.5
"56A10","inh","4",0.000333333333333333,0,0.001,0.000333333333333333,"FabV","fulva","study_isolate",4
"56A10","con","128",0.500333333333333,0.382,0.579,0.060228269479078,"FabV","fulva","study_isolate",128
"56A10","con","GC",1.337,1.321,1.353,0.00923760430703409,"FabV","fulva","study_isolate",0
"56A10","con",".25",1.31933333333333,1.28,1.347,0.0202017600993357,"FabV","fulva","study_isolate",0.25
"56A10","inh","2",0.005,0,0.012,0.00360555127546399,"FabV","fulva","study_isolate",2
"56A10","con","8",1.14466666666667,1.062,1.243,0.0528341219709805,"FabV","fulva","study_isolate",8
"56A10","con","32",0.404333333333333,0.353,0.444,0.0269093127208985,"FabV","fulva","study_isolate",32
"56A10","con",".5",1.31,1.274,1.337,0.0187349939951952,"FabV","fulva","study_isolate",0.5
"56A10","con","4",1.29033333333333,1.253,1.33,0.0222585813663955,"FabV","fulva","study_isolate",4
"56A10","con","16",0.609333333333333,0.519,0.691,0.0498408578488684,"FabV","fulva","study_isolate",16
"56A10","con","2",1.30766666666667,1.232,1.355,0.038228843095815,"FabV","fulva","study_isolate",2
"56A10","con","1",1.31666666666667,1.254,1.355,0.0315928965293009,"FabV","fulva","study_isolate",1
"57B2","inh","1",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","kunmingensis","study_isolate",1
"57B2","con",".0625",0.531333333333333,0.467,0.635,0.0523333333333333,"No FabV","kunmingensis","study_isolate",0.0625
"57B2","con","4",0.006,0.002,0.01,0.0023094010767585,"No FabV","kunmingensis","study_isolate",4
"57B2","con",".25",0.248333333333333,0.15,0.348,0.0571615643981552,"No FabV","kunmingensis","study_isolate",0.25
"57B2","con",".125",0.434666666666667,0.29,0.624,0.0989702536680144,"No FabV","kunmingensis","study_isolate",0.125
"57B2","inh","16",0.000333333333333333,0,0.001,0.000333333333333333,"No FabV","kunmingensis","study_isolate",16
"57B2","con","32",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","kunmingensis","study_isolate",32
"57B2","con","GC",0.513666666666667,0.434,0.642,0.064787687444795,"No FabV","kunmingensis","study_isolate",0
"57B2","inh","32",0.0283333333333333,0.002,0.048,0.0136910351852752,"No FabV","kunmingensis","study_isolate",32
"57B2","con","8",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","kunmingensis","study_isolate",8
"57B2","con",".5",0.136666666666667,0.1,0.202,0.032748197575507,"No FabV","kunmingensis","study_isolate",0.5
"57B2","con","1",0.0703333333333333,0.032,0.09,0.0191688404564398,"No FabV","kunmingensis","study_isolate",1
"57B2","inh","GC",0.306,0.225,0.348,0.0405092582010582,"No FabV","kunmingensis","study_isolate",0
"57B2","inh",".0625",0.00233333333333333,0,0.004,0.00120185042515466,"No FabV","kunmingensis","study_isolate",0.0625
"57B2","inh",".25",0.000333333333333333,0,0.001,0.000333333333333333,"No FabV","kunmingensis","study_isolate",0.25
"57B2","con","16",-0.000333333333333333,-0.002,0.001,0.000881917103688197,"No FabV","kunmingensis","study_isolate",16
"57B2","inh",".5",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","kunmingensis","study_isolate",0.5
"57B2","inh","4",0.000333333333333333,0,0.001,0.000333333333333333,"No FabV","kunmingensis","study_isolate",4
"57B2","inh","8",0.000333333333333333,0,0.001,0.000333333333333333,"No FabV","kunmingensis","study_isolate",8
"57B2","con","2",0.0296666666666667,0.006,0.042,0.0118368539363765,"No FabV","kunmingensis","study_isolate",2
"57B2","inh","2",0.001,0,0.002,0.000577350269189626,"No FabV","kunmingensis","study_isolate",2
"57B2","inh",".125",0.000666666666666667,-0.001,0.002,0.000881917103688197,"No FabV","kunmingensis","study_isolate",0.125
"62A4","con","32",0.0166666666666667,-0.001,0.051,0.0171690936795679,"No FabV","stutzeri","study_isolate",32
"62A4","inh","1",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","stutzeri","study_isolate",1
"62A4","con","1",0.001,0,0.002,0.000577350269189626,"No FabV","stutzeri","study_isolate",1
"62A4","inh","GC",0.041,0.016,0.075,0.0176162803489651,"No FabV","stutzeri","study_isolate",0
"62A4","con",".25",0.09,0.058,0.133,0.0223383079036887,"No FabV","stutzeri","study_isolate",0.25
"62A4","con","8",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",8
"62A4","inh",".25",0,0,0,0,"No FabV","stutzeri","study_isolate",0.25
"62A4","con","4",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",4
"62A4","con","16",-0.000666666666666667,-0.002,0,0.000666666666666667,"No FabV","stutzeri","study_isolate",16
"62A4","con","2",0.000666666666666667,-0.001,0.002,0.000881917103688197,"No FabV","stutzeri","study_isolate",2
"62A4","con",".5",0.00966666666666667,0.005,0.017,0.00371184290855335,"No FabV","stutzeri","study_isolate",0.5
"62A4","inh","8",0,0,0,0,"No FabV","stutzeri","study_isolate",8
"62A4","inh","4",0.000333333333333333,0,0.001,0.000333333333333333,"No FabV","stutzeri","study_isolate",4
"62A4","inh",".0625",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.0625
"62A4","inh","16",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",16
"62A4","inh",".125",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.125
"62A4","inh",".5",0.000333333333333333,0,0.001,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.5
"62A4","inh","2",0.00333333333333333,0,0.009,0.00284800124843918,"No FabV","stutzeri","study_isolate",2
"62A4","con",".125",0.239333333333333,0.194,0.311,0.0362506704918835,"No FabV","stutzeri","study_isolate",0.125
"62A4","inh","32",0.00633333333333333,0.003,0.012,0.00284800124843918,"No FabV","stutzeri","study_isolate",32
"62A4","con","GC",0.378333333333333,0.269,0.556,0.089618326498794,"No FabV","stutzeri","study_isolate",0
"62A4","con",".0625",0.302,0.231,0.42,0.0594053869611166,"No FabV","stutzeri","study_isolate",0.0625
"66C3","inh","16",-0.001,-0.001,-0.001,0,"No FabV","japonica","study_isolate",16
"66C3","con",".125",0.203666666666667,0.196,0.216,0.00622718056408982,"No FabV","japonica","study_isolate",0.125
"66C3","inh","32",0.02,0.017,0.023,0.00173205080756888,"No FabV","japonica","study_isolate",32
"66C3","con",".5",0.0113333333333333,0.009,0.015,0.00185592145427667,"No FabV","japonica","study_isolate",0.5
"66C3","con","2",0.00333333333333333,0.001,0.006,0.00145296631451356,"No FabV","japonica","study_isolate",2
"66C3","inh","GC",0.00533333333333333,0.004,0.007,0.000881917103688197,"No FabV","japonica","study_isolate",0
"66C3","con",".25",0.0943333333333333,0.09,0.1,0.00296273147243853,"No FabV","japonica","study_isolate",0.25
"66C3","inh","1",0.00433333333333333,0.003,0.006,0.000881917103688197,"No FabV","japonica","study_isolate",1
"66C3","con","GC",0.507333333333333,0.477,0.543,0.0192382720406774,"No FabV","japonica","study_isolate",0
"66C3","inh",".5",0.003,0.002,0.005,0.001,"No FabV","japonica","study_isolate",0.5
"66C3","con","8",0.000333333333333333,0,0.001,0.000333333333333333,"No FabV","japonica","study_isolate",8
"66C3","con","1",0.00366666666666667,0.002,0.005,0.000881917103688197,"No FabV","japonica","study_isolate",1
"66C3","con","32",0.001,0,0.002,0.000577350269189626,"No FabV","japonica","study_isolate",32
"66C3","inh","2",0.00233333333333333,0.002,0.003,0.000333333333333333,"No FabV","japonica","study_isolate",2
"66C3","inh","4",0.00366666666666667,0.001,0.008,0.002185812841434,"No FabV","japonica","study_isolate",4
"66C3","inh",".0625",0.004,0.001,0.009,0.00251661147842358,"No FabV","japonica","study_isolate",0.0625
"66C3","inh","8",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","japonica","study_isolate",8
"66C3","con",".0625",0.319333333333333,0.261,0.394,0.039252742296275,"No FabV","japonica","study_isolate",0.0625
"66C3","con","16",0,0,0,0,"No FabV","japonica","study_isolate",16
"66C3","inh",".25",0.00533333333333333,0.002,0.011,0.00284800124843918,"No FabV","japonica","study_isolate",0.25
"66C3","inh",".125",0.00233333333333333,0,0.005,0.00145296631451356,"No FabV","japonica","study_isolate",0.125
"66C3","con","4",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","japonica","study_isolate",4
"69C1","con",".125",0.232333333333333,0.162,0.343,0.0560069440139147,"No FabV","stutzeri","study_isolate",0.125
"69C1","inh","1",0.000666666666666667,0,0.002,0.000666666666666667,"No FabV","stutzeri","study_isolate",1
"69C1","con",".5",0.0323333333333333,0.027,0.039,0.00352766841475279,"No FabV","stutzeri","study_isolate",0.5
"69C1","con","2",0.00333333333333333,0.002,0.005,0.000881917103688197,"No FabV","stutzeri","study_isolate",2
"69C1","inh",".5",0.000666666666666667,-0.001,0.002,0.000881917103688197,"No FabV","stutzeri","study_isolate",0.5
"69C1","con",".25",0.0916666666666667,0.076,0.104,0.0082529456020933,"No FabV","stutzeri","study_isolate",0.25
"69C1","inh","4",0,-0.001,0.001,0.000577350269189626,"No FabV","stutzeri","study_isolate",4
"69C1","con","GC",0.574,0.544,0.609,0.0189296944860009,"No FabV","stutzeri","study_isolate",0
"69C1","inh","GC",0.169333333333333,0.156,0.19,0.0104774890970011,"No FabV","stutzeri","study_isolate",0
"69C1","con","1",0.009,0.007,0.012,0.00152752523165195,"No FabV","stutzeri","study_isolate",1
"69C1","inh","32",0.00466666666666667,0.002,0.008,0.00176383420737639,"No FabV","stutzeri","study_isolate",32
"69C1","inh","8",-0.001,-0.001,-0.001,0,"No FabV","stutzeri","study_isolate",8
"69C1","inh","16",-0.001,-0.001,-0.001,0,"No FabV","stutzeri","study_isolate",16
"69C1","con","4",0.00366666666666667,0.001,0.007,0.00176383420737639,"No FabV","stutzeri","study_isolate",4
"69C1","con","8",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","stutzeri","study_isolate",8
"69C1","con","32",0.00166666666666667,0.001,0.003,0.000666666666666667,"No FabV","stutzeri","study_isolate",32
"69C1","inh","2",0,-0.001,0.001,0.000577350269189626,"No FabV","stutzeri","study_isolate",2
"69C1","con",".0625",0.334333333333333,0.214,0.436,0.0647619572828919,"No FabV","stutzeri","study_isolate",0.0625
"69C1","con","16",0.00133333333333333,0,0.004,0.00133333333333333,"No FabV","stutzeri","study_isolate",16
"69C1","inh",".125",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.125
"69C1","inh",".25",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.25
"69C1","inh",".0625",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.0625
"6C6","con","32",0.126666666666667,0,0.349,0.111526279912454,"FabV","entomophila","study_isolate",32
"6C6","inh","128",0.0443333333333333,0.008,0.08,0.0207872824368918,"FabV","entomophila","study_isolate",128
"6C6","inh","32",0.0176666666666667,0.008,0.026,0.00523874454850057,"FabV","entomophila","study_isolate",32
"6C6","con","8",0.181,0,0.304,0.092424744161579,"FabV","entomophila","study_isolate",8
"6C6","con","64",0.025,0,0.058,0.0172143351115671,"FabV","entomophila","study_isolate",64
"6C6","con","16",0.182,0,0.284,0.0912213425319609,"FabV","entomophila","study_isolate",16
"6C6","con","4",0.223,-0.001,0.387,0.115954013873317,"FabV","entomophila","study_isolate",4
"6C6","inh","8",0.003,0.002,0.005,0.001,"FabV","entomophila","study_isolate",8
"6C6","inh","64",0.0436666666666667,0.024,0.055,0.00987139526330723,"FabV","entomophila","study_isolate",64
"6C6","inh","16",0.002,0.001,0.003,0.000577350269189626,"FabV","entomophila","study_isolate",16
"6C6","inh","4",0.023,0.004,0.051,0.0142945210949277,"FabV","entomophila","study_isolate",4
"6C6","con","128",0.0456666666666667,0.007,0.072,0.0197512306227007,"FabV","entomophila","study_isolate",128
"6C6","con","2",0.282,-0.001,0.437,0.141714501727946,"FabV","entomophila","study_isolate",2
"6C6","con",".5",0.297333333333333,-0.001,0.533,0.157304729038188,"FabV","entomophila","study_isolate",0.5
"6C6","con","GC",0.278666666666667,0,0.569,0.164359700386412,"FabV","entomophila","study_isolate",0
"6C6","con","1",0.285,0,0.51,0.150249792013167,"FabV","entomophila","study_isolate",1
"6C6","inh","2",0.0793333333333333,0.005,0.131,0.0380978272929631,"FabV","entomophila","study_isolate",2
"6C6","inh",".5",0.257666666666667,0.233,0.283,0.0144376052184718,"FabV","entomophila","study_isolate",0.5
"6C6","inh","GC",0.281,0.257,0.328,0.0235017729827631,"FabV","entomophila","study_isolate",0
"6C6","inh","1",0.135333333333333,0.062,0.199,0.0398427464470566,"FabV","entomophila","study_isolate",1
"6C6","con",".25",0.292333333333333,-0.001,0.568,0.164493498689496,"FabV","entomophila","study_isolate",0.25
"6C6","inh",".25",0.262333333333333,0.239,0.298,0.0181138375589247,"FabV","entomophila","study_isolate",0.25
"82B1","con","128",0.355666666666667,0.348,0.365,0.00497772817435603,"FabV","fulva","study_isolate",128
"82B1","inh","128",0.0356666666666667,0.022,0.059,0.0117236702633793,"FabV","fulva","study_isolate",128
"82B1","con","64",0.462,0.445,0.486,0.0123423390543824,"FabV","fulva","study_isolate",64
"82B1","inh","64",0.0163333333333333,0.013,0.019,0.00176383420737639,"FabV","fulva","study_isolate",64
"82B1","con","32",0.562333333333333,0.544,0.576,0.00952773728530431,"FabV","fulva","study_isolate",32
"82B1","inh","32",0.0106666666666667,0.009,0.012,0.000881917103688197,"FabV","fulva","study_isolate",32
"82B1","con","16",0.734,0.7,0.774,0.0215715862498179,"FabV","fulva","study_isolate",16
"82B1","inh","16",0.00133333333333333,0.001,0.002,0.000333333333333333,"FabV","fulva","study_isolate",16
"82B1","con","8",0.826666666666667,0.761,0.866,0.0330471044285443,"FabV","fulva","study_isolate",8
"82B1","inh","8",0.001,0,0.002,0.000577350269189626,"FabV","fulva","study_isolate",8
"82B1","con","4",0.857666666666667,0.825,0.876,0.0163740987877535,"FabV","fulva","study_isolate",4
"82B1","inh","4",0.229,0.045,0.415,0.106814480915901,"FabV","fulva","study_isolate",4
"82B1","con","2",0.886666666666667,0.858,0.901,0.0143333333333333,"FabV","fulva","study_isolate",2
"82B1","inh","2",0.595333333333333,0.549,0.651,0.0298123762517814,"FabV","fulva","study_isolate",2
"82B1","con","1",0.863666666666667,0.794,0.933,0.040126189840441,"FabV","fulva","study_isolate",1
"82B1","inh","1",0.647333333333333,0.628,0.667,0.0112595638360364,"FabV","fulva","study_isolate",1
"82B1","con","0.5",0.839,0.769,0.878,0.0350761077278157,"FabV","fulva","study_isolate",0.5
"82B1","inh","0.5",0.636,0.579,0.702,0.0357910603363466,"FabV","fulva","study_isolate",0.5
"82B1","con","0.25",0.802333333333333,0.738,0.857,0.0346906967996384,"FabV","fulva","study_isolate",0.25
"82B1","inh","0.25",0.625333333333333,0.598,0.649,0.0148361420561786,"FabV","fulva","study_isolate",0.25
"82B1","con","GC",0.806666666666667,0.718,0.884,0.0482539578111935,"FabV","fulva","study_isolate",0
"82B1","inh","GC",0.689,0.628,0.798,0.0546290520998977,"FabV","fulva","study_isolate",0
"88B1","con","128",0.617333333333333,0.607,0.634,0.00841295297608265,"FabV","plecoglossicida","study_isolate",128
"88B1","inh","64",0.0413333333333333,0.031,0.059,0.00887568463712956,"FabV","plecoglossicida","study_isolate",64
"88B1","con","64",0.61,0.508,0.733,0.0657951365983839,"FabV","plecoglossicida","study_isolate",64
"88B1","inh","32",0.0113333333333333,0.005,0.021,0.00491030662088541,"FabV","plecoglossicida","study_isolate",32
"88B1","con","32",0.745333333333333,0.615,0.819,0.0653511880364679,"FabV","plecoglossicida","study_isolate",32
"88B1","inh","16",0.00133333333333333,0,0.003,0.000881917103688197,"FabV","plecoglossicida","study_isolate",16
"88B1","con","8",1.056,0.963,1.145,0.0525769277662107,"FabV","plecoglossicida","study_isolate",8
"88B1","con","16",0.919333333333333,0.793,1,0.063969610840704,"FabV","plecoglossicida","study_isolate",16
"88B1","inh","128",0.0236666666666667,0.012,0.039,0.00800694143297621,"FabV","plecoglossicida","study_isolate",128
"88B1","inh","1",0.175333333333333,0.001,0.522,0.173334294869128,"FabV","plecoglossicida","study_isolate",1
"88B1","inh","8",0.001,0,0.002,0.000577350269189626,"FabV","plecoglossicida","study_isolate",8
"88B1","con","4",1.09866666666667,0.937,1.192,0.0811548588262656,"FabV","plecoglossicida","study_isolate",4
"88B1","inh",".5",0.289333333333333,0.066,0.574,0.149819150237137,"FabV","plecoglossicida","study_isolate",0.5
"88B1","inh","4",0.002,0.001,0.003,0.000577350269189626,"FabV","plecoglossicida","study_isolate",4
"88B1","con","2",1.16633333333333,1.151,1.178,0.00800694143297618,"FabV","plecoglossicida","study_isolate",2
"88B1","inh",".25",0.552666666666667,0.386,0.665,0.0849986928004059,"FabV","plecoglossicida","study_isolate",0.25
"88B1","inh","2",0.0353333333333333,0.001,0.103,0.0338345648380141,"FabV","plecoglossicida","study_isolate",2
"88B1","con","1",1.149,1.103,1.194,0.0262741951985847,"FabV","plecoglossicida","study_isolate",1
"88B1","inh","GC",0.977333333333333,0.743,1.095,0.117167022284904,"FabV","plecoglossicida","study_isolate",0
"88B1","con",".5",1.15333333333333,1.111,1.188,0.0225561028942896,"FabV","plecoglossicida","study_isolate",0.5
"88B1","con",".25",1.17266666666667,1.143,1.199,0.0162514956576652,"FabV","plecoglossicida","study_isolate",0.25
"88B1","con","GC",1.163,1.134,1.204,0.0210792156716832,"FabV","plecoglossicida","study_isolate",0
"89C1","con","32",0.00133333333333333,-0.001,0.004,0.00145296631451356,"No FabV","zeshuii","study_isolate",32
"89C1","inh","32",0.00366666666666667,0.002,0.005,0.000881917103688197,"No FabV","zeshuii","study_isolate",32
"89C1","con","16",0,-0.001,0.001,0.000577350269189626,"No FabV","zeshuii","study_isolate",16
"89C1","inh","16",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","zeshuii","study_isolate",16
"89C1","con","8",-0.000333333333333333,-0.002,0.001,0.000881917103688197,"No FabV","zeshuii","study_isolate",8
"89C1","inh","8",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","zeshuii","study_isolate",8
"89C1","con","4",-0.001,-0.002,0,0.000577350269189626,"No FabV","zeshuii","study_isolate",4
"89C1","inh","4",0.001,0,0.002,0.000577350269189626,"No FabV","zeshuii","study_isolate",4
"89C1","con","2",0,-0.002,0.002,0.00115470053837925,"No FabV","zeshuii","study_isolate",2
"89C1","inh","2",0.001,0,0.002,0.000577350269189626,"No FabV","zeshuii","study_isolate",2
"89C1","con","1",0.000666666666666667,-0.001,0.003,0.00120185042515466,"No FabV","zeshuii","study_isolate",1
"89C1","inh","1",0.002,0,0.004,0.00115470053837925,"No FabV","zeshuii","study_isolate",1
"89C1","con","0.5",0.00133333333333333,0.001,0.002,0.000333333333333333,"No FabV","zeshuii","study_isolate",0.5
"89C1","inh","0.5",0.001,-0.001,0.003,0.00115470053837925,"No FabV","zeshuii","study_isolate",0.5
"89C1","con","0.25",0.00333333333333333,0.002,0.005,0.000881917103688197,"No FabV","zeshuii","study_isolate",0.25
"89C1","inh","0.25",0.000666666666666667,-0.001,0.002,0.000881917103688197,"No FabV","zeshuii","study_isolate",0.25
"89C1","con","0.125",0.0173333333333333,0.015,0.021,0.00185592145427667,"No FabV","zeshuii","study_isolate",0.125
"89C1","inh","0.125",0.002,0,0.004,0.00115470053837925,"No FabV","zeshuii","study_isolate",0.125
"89C1","con","0.0625",0.079,0.058,0.097,0.0113578166916005,"No FabV","zeshuii","study_isolate",0.0625
"89C1","inh","0.0625",0.001,0,0.002,0.000577350269189626,"No FabV","zeshuii","study_isolate",0.0625
"89C1","con","GC",0.660333333333333,0.521,0.817,0.0858862296555417,"No FabV","zeshuii","study_isolate",0
"89C1","inh","GC",0.602333333333333,0.501,0.696,0.0564220209177626,"No FabV","zeshuii","study_isolate",0
"8A1","con","32",0.00233333333333333,0.001,0.004,0.000881917103688197,"No FabV","stutzeri","study_isolate",32
"8A1","con",".0625",0.647333333333333,0.573,0.735,0.0472381672426487,"No FabV","stutzeri","study_isolate",0.0625
"8A1","con",".25",0.118,0.107,0.137,0.00953939201416945,"No FabV","stutzeri","study_isolate",0.25
"8A1","inh","16",-0.001,-0.002,0,0.000577350269189626,"No FabV","stutzeri","study_isolate",16
"8A1","con","1",0.00333333333333333,0.001,0.005,0.00120185042515466,"No FabV","stutzeri","study_isolate",1
"8A1","con","4",0,-0.001,0.001,0.000577350269189626,"No FabV","stutzeri","study_isolate",4
"8A1","con","16",-0.00133333333333333,-0.002,-0.001,0.000333333333333333,"No FabV","stutzeri","study_isolate",16
"8A1","con","GC",0.944333333333333,0.874,1.033,0.0468057451364442,"No FabV","stutzeri","study_isolate",0
"8A1","con",".125",0.360666666666667,0.301,0.433,0.0386278540836934,"No FabV","stutzeri","study_isolate",0.125
"8A1","inh","8",0,-0.001,0.002,0.001,"No FabV","stutzeri","study_isolate",8
"8A1","inh","32",0.005,0,0.01,0.00288675134594813,"No FabV","stutzeri","study_isolate",32
"8A1","con","2",0.000666666666666667,-0.001,0.002,0.000881917103688197,"No FabV","stutzeri","study_isolate",2
"8A1","con","8",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",8
"8A1","inh","1",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","stutzeri","study_isolate",1
"8A1","inh","4",-0.00133333333333333,-0.002,-0.001,0.000333333333333333,"No FabV","stutzeri","study_isolate",4
"8A1","inh",".5",0.000333333333333333,0,0.001,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.5
"8A1","inh","2",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",2
"8A1","inh","GC",0.137666666666667,0.108,0.184,0.0234686552187759,"No FabV","stutzeri","study_isolate",0
"8A1","inh",".125",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.125
"8A1","inh",".0625",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.0625
"8A1","inh",".25",-0.000666666666666667,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.25
