"isolate","treatment","variable","mean_value","min_value","max_value","stdev_value","ENR","species","origin","mod_variable"
"8A1","con",".5",0.015,0.014,0.017,0.001,"No FabV","stutzeri","study_isolate",0.5
"95A6","con","32",0.001,0.001,0.001,0,"No FabV","stutzeri","study_isolate",32
"95A6","inh","32",0,0,0,0,"No FabV","stutzeri","study_isolate",32
"95A6","con","16",0.0103333333333333,0.001,0.029,0.00933333333333333,"No FabV","stutzeri","study_isolate",16
"95A6","inh","16",0,0,0,0,"No FabV","stutzeri","study_isolate",16
"95A6","con","8",0.00133333333333333,0,0.004,0.00133333333333333,"No FabV","stutzeri","study_isolate",8
"95A6","inh","8",0,0,0,0,"No FabV","stutzeri","study_isolate",8
"95A6","con","4",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","stutzeri","study_isolate",4
"95A6","inh","4",0,0,0,0,"No FabV","stutzeri","study_isolate",4
"95A6","con","2",0.00133333333333333,0.001,0.002,0.000333333333333333,"No FabV","stutzeri","study_isolate",2
"95A6","inh","2",0,0,0,0,"No FabV","stutzeri","study_isolate",2
"95A6","con","1",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","stutzeri","study_isolate",1
"95A6","inh","1",0,0,0,0,"No FabV","stutzeri","study_isolate",1
"95A6","con","0.5",0.00166666666666667,0.001,0.002,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.5
"95A6","inh","0.5",0,0,0,0,"No FabV","stutzeri","study_isolate",0.5
"95A6","con","0.25",0.007,0.005,0.009,0.00115470053837925,"No FabV","stutzeri","study_isolate",0.25
"95A6","inh","0.25",0,0,0,0,"No FabV","stutzeri","study_isolate",0.25
"95A6","con","0.125",0.016,0.015,0.017,0.000577350269189626,"No FabV","stutzeri","study_isolate",0.125
"95A6","inh","0.125",0,0,0,0,"No FabV","stutzeri","study_isolate",0.125
"95A6","con","0.0625",0.026,0.023,0.028,0.00152752523165195,"No FabV","stutzeri","study_isolate",0.0625
"95A6","inh","0.0625",0,0,0,0,"No FabV","stutzeri","study_isolate",0.0625
"95A6","con","GC",0.376666666666667,0.302,0.518,0.0707043924456686,"No FabV","stutzeri","study_isolate",0
"95A6","inh","GC",0.1,0.1,0.1,0,"No FabV","stutzeri","study_isolate",0
"96A1","con","16",0.668,0.578,0.74,0.0476235235991626,"FabV","synxantha","study_isolate",16
"96A1","con","8",0.826666666666667,0.718,0.919,0.0585956008966923,"FabV","synxantha","study_isolate",8
"96A1","inh","32",0.0103333333333333,0.001,0.017,0.00480740170061865,"FabV","synxantha","study_isolate",32
"96A1","inh","8",0.251333333333333,0.001,0.381,0.125193627810861,"FabV","synxantha","study_isolate",8
"96A1","con","32",0.503666666666667,0.473,0.53,0.0165965190460062,"FabV","synxantha","study_isolate",32
"96A1","con","64",0.368666666666667,0.316,0.409,0.0275459212548388,"FabV","synxantha","study_isolate",64
"96A1","inh","4",0.662,0.587,0.708,0.0378197479279454,"FabV","synxantha","study_isolate",4
"96A1","con","4",0.906666666666667,0.884,0.937,0.0157726908857613,"FabV","synxantha","study_isolate",4
"96A1","inh","16",0.0226666666666667,0.006,0.052,0.0147120509938093,"FabV","synxantha","study_isolate",16
"96A1","inh","2",0.825333333333333,0.659,0.97,0.0904292233984371,"FabV","synxantha","study_isolate",2
"96A1","con","2",0.941,0.913,0.976,0.0185202591774521,"FabV","synxantha","study_isolate",2
"96A1","inh","128",0.066,0.039,0.084,0.0137477270848675,"FabV","synxantha","study_isolate",128
"96A1","inh","1",0.879666666666667,0.757,0.989,0.0673036238086611,"FabV","synxantha","study_isolate",1
"96A1","con","1",0.959666666666667,0.942,0.972,0.00906151814604546,"FabV","synxantha","study_isolate",1
"96A1","inh","64",0.0146666666666667,0.009,0.021,0.00348010216963685,"FabV","synxantha","study_isolate",64
"96A1","inh",".5",0.916666666666667,0.87,0.968,0.0283862251413917,"FabV","synxantha","study_isolate",0.5
"96A1","con",".5",0.974,0.93,1.021,0.0263122278291545,"FabV","synxantha","study_isolate",0.5
"96A1","con","128",0.394,0.365,0.419,0.0157162336455017,"FabV","synxantha","study_isolate",128
"96A1","inh",".25",0.965666666666667,0.872,1.021,0.047089748825455,"FabV","synxantha","study_isolate",0.25
"96A1","con",".25",1.00133333333333,0.934,1.057,0.0359830206872321,"FabV","synxantha","study_isolate",0.25
"96A1","inh","GC",0.934666666666667,0.822,0.997,0.0564397417113548,"FabV","synxantha","study_isolate",0
"96A1","con","GC",1.02533333333333,0.982,1.06,0.0229298446958931,"FabV","synxantha","study_isolate",0
"97C1","inh",".5",-0.001,-0.001,-0.001,0,"No FabV","psychrotolerans","study_isolate",0.5
"97C1","con","32",0.000333333333333333,0,0.001,0.000333333333333333,"No FabV","psychrotolerans","study_isolate",32
"97C1","con","8",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","psychrotolerans","study_isolate",8
"97C1","con",".5",0.0686666666666667,0.003,0.194,0.0626905982672929,"No FabV","psychrotolerans","study_isolate",0.5
"97C1","inh","16",0,0,0,0,"No FabV","psychrotolerans","study_isolate",16
"97C1","inh","32",0.0103333333333333,0.002,0.026,0.00783865067753656,"No FabV","psychrotolerans","study_isolate",32
"97C1","inh",".125",-0.000666666666666667,-0.001,0,0.000333333333333333,"No FabV","psychrotolerans","study_isolate",0.125
"97C1","inh","8",0,0,0,0,"No FabV","psychrotolerans","study_isolate",8
"97C1","inh","2",0.001,0,0.002,0.000577350269189626,"No FabV","psychrotolerans","study_isolate",2
"97C1","con","2",0.00166666666666667,0.001,0.003,0.000666666666666667,"No FabV","psychrotolerans","study_isolate",2
"97C1","inh","4",0.001,0.001,0.001,0,"No FabV","psychrotolerans","study_isolate",4
"97C1","inh","GC",0.286666666666667,0.224,0.328,0.0318608083875961,"No FabV","psychrotolerans","study_isolate",0
"97C1","con","1",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","psychrotolerans","study_isolate",1
"97C1","con","16",0.000666666666666667,0,0.001,0.000333333333333333,"No FabV","psychrotolerans","study_isolate",16
"97C1","con",".25",0.109333333333333,0.032,0.244,0.067580404786529,"No FabV","psychrotolerans","study_isolate",0.25
"97C1","inh","1",0.000666666666666667,-0.001,0.003,0.00120185042515466,"No FabV","psychrotolerans","study_isolate",1
"97C1","inh",".25",-0.000333333333333333,-0.001,0.001,0.000666666666666667,"No FabV","psychrotolerans","study_isolate",0.25
"97C1","con",".0625",0.421666666666667,0.383,0.468,0.0248350111290045,"No FabV","psychrotolerans","study_isolate",0.0625
"97C1","con","4",0.00233333333333333,0.002,0.003,0.000333333333333333,"No FabV","psychrotolerans","study_isolate",4
"97C1","con",".125",0.462666666666667,0.45,0.472,0.0065659052011974,"No FabV","psychrotolerans","study_isolate",0.125
"97C1","inh",".0625",-0.001,-0.001,-0.001,0,"No FabV","psychrotolerans","study_isolate",0.0625
"97C1","con","GC",0.444333333333333,0.286,0.57,0.0835949227591671,"No FabV","psychrotolerans","study_isolate",0
"99A1","con","2",0.001,0.001,0.001,0,"No FabV","stutzeri","study_isolate",2
"99A1","con","8",0.002,0.001,0.004,0.001,"No FabV","stutzeri","study_isolate",8
"99A1","inh","32",0.00433333333333333,0.002,0.007,0.00145296631451356,"No FabV","stutzeri","study_isolate",32
"99A1","con","16",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",16
"99A1","con","32",0.001,0.001,0.001,0,"No FabV","stutzeri","study_isolate",32
"99A1","inh","GC",0.00266666666666667,0.002,0.003,0.000333333333333333,"No FabV","stutzeri","study_isolate",0
"99A1","con",".5",0.022,0.021,0.023,0.000577350269189625,"No FabV","stutzeri","study_isolate",0.5
"99A1","inh","4",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",4
"99A1","inh",".5",-0.000666666666666667,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.5
"99A1","con",".25",0.0813333333333333,0.06,0.098,0.0112150692275072,"No FabV","stutzeri","study_isolate",0.25
"99A1","con","1",0.00366666666666667,0.003,0.004,0.000333333333333333,"No FabV","stutzeri","study_isolate",1
"99A1","inh",".0625",-0.000333333333333333,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.0625
"99A1","inh",".125",-0.000666666666666667,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",0.125
"99A1","inh","2",0.001,-0.001,0.003,0.00115470053837925,"No FabV","stutzeri","study_isolate",2
"99A1","inh","16",-0.000666666666666667,-0.001,0,0.000333333333333333,"No FabV","stutzeri","study_isolate",16
"99A1","inh","1",0,-0.001,0.001,0.000577350269189626,"No FabV","stutzeri","study_isolate",1
"99A1","con","4",0.001,0.001,0.001,0,"No FabV","stutzeri","study_isolate",4
"99A1","inh",".25",-0.000666666666666667,-0.002,0,0.000666666666666667,"No FabV","stutzeri","study_isolate",0.25
"99A1","con",".125",0.240666666666667,0.206,0.279,0.0211528826509402,"No FabV","stutzeri","study_isolate",0.125
"99A1","inh","8",0,-0.001,0.001,0.000577350269189626,"No FabV","stutzeri","study_isolate",8
"99A1","con",".0625",0.421333333333333,0.356,0.467,0.0335178227879504,"No FabV","stutzeri","study_isolate",0.0625
"99A1","con","GC",0.390666666666667,0.365,0.408,0.0130936795609349,"No FabV","stutzeri","study_isolate",0
"HS_1","con","128",0.328333333333333,0.207,0.437,0.0666966599197025,"FabV","synxantha","hospital",128
"HS_1","inh","128",0.0863333333333333,0.048,0.117,0.0202840933848285,"FabV","synxantha","hospital",128
"HS_1","inh","8",0.471333333333333,0.383,0.588,0.0608504542117623,"FabV","synxantha","hospital",8
"HS_1","inh","0.5",0.820666666666667,0.79,0.84,0.0155062711328173,"FabV","synxantha","hospital",0.5
"HS_1","con","16",0.480333333333333,0.449,0.537,0.0283862251413917,"FabV","synxantha","hospital",16
"HS_1","inh","16",0.132333333333333,0.072,0.222,0.0457177330049414,"FabV","synxantha","hospital",16
"HS_1","inh","1",0.818,0.791,0.841,0.0145716619962629,"FabV","synxantha","hospital",1
"HS_1","con","32",0.388333333333333,0.384,0.397,0.00433333333333334,"FabV","synxantha","hospital",32
"HS_1","inh","32",0.00766666666666667,0.005,0.01,0.00145296631451356,"FabV","synxantha","hospital",32
"HS_1","inh","2",0.794333333333333,0.763,0.813,0.0157621205567158,"FabV","synxantha","hospital",2
"HS_1","con","64",0.396333333333333,0.344,0.446,0.0294750365186844,"FabV","synxantha","hospital",64
"HS_1","inh","64",0.0666666666666667,0.063,0.071,0.00233333333333333,"FabV","synxantha","hospital",64
"HS_1","inh","4",0.690666666666667,0.642,0.761,0.0360200561416059,"FabV","synxantha","hospital",4
"HS_1","inh","0.25",0.815666666666667,0.766,0.847,0.0251152897211595,"FabV","synxantha","hospital",0.25
"HS_1","con","8",0.739666666666667,0.676,0.792,0.0339623975073087,"FabV","synxantha","hospital",8
"HS_1","con","0.5",0.782333333333333,0.68,0.862,0.0537473513559299,"FabV","synxantha","hospital",0.5
"HS_1","con","2",0.750333333333333,0.619,0.835,0.0665766058345155,"FabV","synxantha","hospital",2
"HS_1","con","1",0.739,0.644,0.866,0.0660530090154869,"FabV","synxantha","hospital",1
"HS_1","con","4",0.805333333333333,0.773,0.823,0.0161898459261078,"FabV","synxantha","hospital",4
"HS_1","con","0.25",0.77,0.731,0.821,0.0266645832519468,"FabV","synxantha","hospital",0.25
"HS_1","con","GC",0.724333333333333,0.709,0.737,0.00819213715162964,"FabV","synxantha","hospital",0
"HS_1","inh","GC",0.828333333333333,0.8,0.867,0.0200194350014624,"FabV","synxantha","hospital",0
"HS_2","inh","128",0.171333333333333,0.022,0.457,0.14288262471149,"FabV","synxantha","hospital",128
"HS_2","inh","8",0.675666666666667,0.617,0.748,0.0384288664649086,"FabV","synxantha","hospital",8
"HS_2","inh","64",0.208666666666667,0.025,0.542,0.166955416537203,"FabV","synxantha","hospital",64
"HS_2","inh","4",0.726,0.667,0.827,0.0507378885383826,"FabV","synxantha","hospital",4
"HS_2","con","128",0.235666666666667,0.038,0.416,0.109462829815016,"FabV","synxantha","hospital",128
"HS_2","con","8",0.715,0.688,0.732,0.0136503968196289,"FabV","synxantha","hospital",8
"HS_2","con","0.5",0.817333333333333,0.796,0.838,0.0121289369324402,"FabV","synxantha","hospital",0.5
"HS_2","inh","0.5",0.804,0.76,0.854,0.0273007936392577,"FabV","synxantha","hospital",0.5
"HS_2","con","16",0.549666666666667,0.529,0.561,0.0103494497975067,"FabV","synxantha","hospital",16
"HS_2","inh","16",0.501666666666667,0.411,0.594,0.0528341219709805,"FabV","synxantha","hospital",16
"HS_2","inh","1",0.813333333333333,0.81,0.816,0.00176383420737637,"FabV","synxantha","hospital",1
"HS_2","con","32",0.402666666666667,0.147,0.531,0.127833659278159,"FabV","synxantha","hospital",32
"HS_2","inh","32",0.194,0.035,0.498,0.152053718577789,"FabV","synxantha","hospital",32
"HS_2","inh","2",0.782333333333333,0.725,0.832,0.0311251952247336,"FabV","synxantha","hospital",2
"HS_2","con","64",0.372333333333333,0.053,0.571,0.161246533123799,"FabV","synxantha","hospital",64
"HS_2","con","4",0.749333333333333,0.71,0.794,0.0243948992847093,"FabV","synxantha","hospital",4
"HS_2","con","0.25",0.85,0.806,0.879,0.0223681320930768,"FabV","synxantha","hospital",0.25
"HS_2","inh","0.25",0.830666666666667,0.798,0.856,0.0171399468429099,"FabV","synxantha","hospital",0.25
"HS_2","con","1",0.831,0.766,0.871,0.03278719262151,"FabV","synxantha","hospital",1
"HS_2","con","2",0.799666666666667,0.757,0.833,0.0224301384550143,"FabV","synxantha","hospital",2
"HS_2","con","GC",0.801,0.77,0.86,0.0295127091267474,"FabV","synxantha","hospital",0
"HS_2","inh","GC",0.787,0.747,0.813,0.0202977831301844,"FabV","synxantha","hospital",0
"HS_3","inh","128",0.0946666666666667,0.075,0.105,0.00983756970891581,"FabV","aeruginosa","hospital",128
"HS_3","inh","8",0.499666666666667,0.431,0.632,0.0661824078672808,"FabV","aeruginosa","hospital",8
"HS_3","inh","4",0.891666666666667,0.849,0.935,0.0248282992660481,"FabV","aeruginosa","hospital",4
"HS_3","con","128",0.502333333333333,0.486,0.531,0.014379769740082,"FabV","aeruginosa","hospital",128
"HS_3","inh","2",0.913,0.887,0.962,0.0245153013442625,"FabV","aeruginosa","hospital",2
"HS_3","con","64",0.400333333333333,0.361,0.433,0.0210502045384626,"FabV","aeruginosa","hospital",64
"HS_3","inh","64",0.105333333333333,0.07,0.151,0.0239467000742157,"FabV","aeruginosa","hospital",64
"HS_3","con","0.25",1.05333333333333,1.032,1.075,0.012414149633024,"FabV","aeruginosa","hospital",0.25
"HS_3","inh","0.25",0.941666666666667,0.921,0.973,0.015930404193798,"FabV","aeruginosa","hospital",0.25
"HS_3","con","8",0.791666666666667,0.748,0.851,0.0307480803375503,"FabV","aeruginosa","hospital",8
"HS_3","con","0.5",1.06166666666667,1.042,1.1,0.0191688404564399,"FabV","aeruginosa","hospital",0.5
"HS_3","inh","0.5",0.939666666666667,0.911,0.96,0.0147459975737298,"FabV","aeruginosa","hospital",0.5
"HS_3","con","16",0.623333333333333,0.558,0.678,0.0350491718082531,"FabV","aeruginosa","hospital",16
"HS_3","inh","16",0.058,0.038,0.081,0.0125033328890074,"FabV","aeruginosa","hospital",16
"HS_3","inh","1",0.924666666666667,0.886,0.971,0.0248350111290045,"FabV","aeruginosa","hospital",1
"HS_3","con","32",0.553333333333333,0.516,0.607,0.0275095942859537,"FabV","aeruginosa","hospital",32
"HS_3","inh","32",0.0573333333333333,0.031,0.096,0.0197512306227007,"FabV","aeruginosa","hospital",32
"HS_3","con","GC",1.09033333333333,1.043,1.129,0.0252014108952478,"FabV","aeruginosa","hospital",0
"HS_3","inh","GC",0.944,0.929,0.96,0.00896288643983248,"FabV","aeruginosa","hospital",0
"HS_3","con","4",0.954333333333333,0.937,0.983,0.0144376052184718,"FabV","aeruginosa","hospital",4
"HS_3","con","2",0.983,0.959,1.016,0.017058722109232,"FabV","aeruginosa","hospital",2
"HS_3","con","1",1.02533333333333,1.006,1.055,0.015059142664102,"FabV","aeruginosa","hospital",1
"HS_4","con","64",0.300666666666667,0.269,0.318,0.0158569998563551,"FabV","aeruginosa","hospital",64
"HS_4","inh","64",0.135666666666667,0.079,0.215,0.0408629144552585,"FabV","aeruginosa","hospital",64
"HS_4","inh","4",0.273333333333333,0.242,0.323,0.0251152897211594,"FabV","aeruginosa","hospital",4
"HS_4","con","128",0.533333333333333,0.502,0.559,0.0166966397151576,"FabV","aeruginosa","hospital",128
"HS_4","inh","128",0.174,0.097,0.293,0.060351746729762,"FabV","aeruginosa","hospital",128
"HS_4","inh","8",0.145333333333333,0.132,0.168,0.0113920049937567,"FabV","aeruginosa","hospital",8
"HS_4","con","32",0.237333333333333,0.226,0.247,0.00611918658356194,"FabV","aeruginosa","hospital",32
"HS_4","inh","32",0.104666666666667,0.082,0.14,0.0179009621094634,"FabV","aeruginosa","hospital",32
"HS_4","inh","2",0.256666666666667,0.233,0.287,0.0159408629349578,"FabV","aeruginosa","hospital",2
"HS_4","inh","GC",0.342333333333333,0.3,0.381,0.0234544475763364,"FabV","aeruginosa","hospital",0
"HS_4","con","4",0.651333333333333,0.573,0.767,0.0590320063844842,"FabV","aeruginosa","hospital",4
"HS_4","con","0.25",0.602333333333333,0.585,0.633,0.0153767501262277,"FabV","aeruginosa","hospital",0.25
"HS_4","inh","0.25",0.369666666666667,0.324,0.401,0.0233547520741378,"FabV","aeruginosa","hospital",0.25
"HS_4","con","8",0.545,0.459,0.681,0.0687895340876793,"FabV","aeruginosa","hospital",8
"HS_4","con","0.5",0.637333333333333,0.592,0.721,0.0418821096783711,"FabV","aeruginosa","hospital",0.5
"HS_4","inh","0.5",0.320333333333333,0.302,0.356,0.0178356696288957,"FabV","aeruginosa","hospital",0.5
"HS_4","con","16",0.321666666666667,0.292,0.377,0.0276907525679202,"FabV","aeruginosa","hospital",16
"HS_4","inh","16",0.118666666666667,0.096,0.135,0.0116952031952326,"FabV","aeruginosa","hospital",16
"HS_4","inh","1",0.331666666666667,0.295,0.391,0.0299406820971808,"FabV","aeruginosa","hospital",1
"HS_4","con","2",0.644666666666667,0.566,0.77,0.0633438587745051,"FabV","aeruginosa","hospital",2
"HS_4","con","GC",0.585,0.519,0.657,0.0399499687108764,"FabV","aeruginosa","hospital",0
"HS_4","con","1",0.667333333333333,0.593,0.714,0.0375691954191788,"FabV","aeruginosa","hospital",1
"HS_5","con","64",1.029,0.967,1.076,0.0323470761172216,"FabV","monteilii","hospital",64
"HS_5","inh","64",0.132,0.089,0.167,0.0228691932520585,"FabV","monteilii","hospital",64
"HS_5","inh","32",0.0463333333333333,0.025,0.069,0.0127191893522259,"FabV","monteilii","hospital",32
"HS_5","inh","2",1.3,1.293,1.312,0.00602771377334163,"FabV","monteilii","hospital",2
"HS_5","inh","128",0.224,0.057,0.41,0.10234419052068,"FabV","monteilii","hospital",128
"HS_5","inh","8",1.11633333333333,1.08,1.167,0.0261172569599319,"FabV","monteilii","hospital",8
"HS_5","inh","4",1.22533333333333,1.22,1.231,0.00317979733805645,"FabV","monteilii","hospital",4
"HS_5","con","128",0.955,0.855,1.037,0.0533041586870418,"FabV","monteilii","hospital",128
"HS_5","inh","16",0.649666666666667,0.433,0.882,0.129851624727781,"FabV","monteilii","hospital",16
"HS_5","inh","1",1.294,1.286,1.302,0.00461880215351695,"FabV","monteilii","hospital",1
"HS_5","con","32",1.142,1.116,1.172,0.0162890556304942,"FabV","monteilii","hospital",32
"HS_5","con","2",1.378,1.373,1.385,0.00360555127546395,"FabV","monteilii","hospital",2
"HS_5","con","GC",1.35633333333333,1.346,1.371,0.00753510303697159,"FabV","monteilii","hospital",0
"HS_5","inh","GC",1.29933333333333,1.29,1.306,0.00480740170061864,"FabV","monteilii","hospital",0
"HS_5","con","4",1.34666666666667,1.322,1.367,0.0131698308434257,"FabV","monteilii","hospital",4
"HS_5","con","0.25",1.34533333333333,1.316,1.379,0.0183151424904216,"FabV","monteilii","hospital",0.25
"HS_5","inh","0.25",1.277,1.241,1.301,0.0183303027798234,"FabV","monteilii","hospital",0.25
"HS_5","con","8",1.34633333333333,1.338,1.358,0.00600925212577331,"FabV","monteilii","hospital",8
"HS_5","con","0.5",1.37066666666667,1.368,1.376,0.0026666666666666,"FabV","monteilii","hospital",0.5
"HS_5","inh","0.5",1.283,1.267,1.297,0.00871779788708129,"FabV","monteilii","hospital",0.5
"HS_5","con","16",1.25,1.234,1.272,0.0113724814061547,"FabV","monteilii","hospital",16
"HS_5","con","1",1.38,1.363,1.406,0.0132035348802255,"FabV","monteilii","hospital",1
"KT2440","con","1",1.43133333333333,1.402,1.462,0.0173333333333333,"FabV","putida","reference_strain",1
"KT2440","con","2",1.44366666666667,1.412,1.485,0.0216204635575754,"FabV","putida","reference_strain",2
"KT2440","con","64",0.853666666666667,0.481,1.129,0.193288500548906,"FabV","putida","reference_strain",64
"KT2440","con","128",0.773,0.384,1.04,0.198953093299233,"FabV","putida","reference_strain",128
"KT2440","con","32",1.037,0.72,1.267,0.163787463907753,"FabV","putida","reference_strain",32
"KT2440","con","8",1.45866666666667,1.439,1.486,0.0140988573217044,"FabV","putida","reference_strain",8
"KT2440","con",".5",1.43366666666667,1.35,1.499,0.0439785301153996,"FabV","putida","reference_strain",0.5
"KT2440","con","GC",1.46466666666667,1.366,1.56,0.0560277708918632,"FabV","putida","reference_strain",0
"KT2440","inh","2",-0.000333333333333333,-0.001,0,0.000333333333333333,"FabV","putida","reference_strain",2
"KT2440","inh",".5",0.722,0.18,1.005,0.2710885464198,"FabV","putida","reference_strain",0.5
"KT2440","inh","GC",1.208,1.038,1.351,0.0913582691021088,"FabV","putida","reference_strain",0
"KT2440","con","16",1.312,1.264,1.367,0.0299388265189759,"FabV","putida","reference_strain",16
"KT2440","con","4",1.451,1.423,1.484,0.0177857620959388,"FabV","putida","reference_strain",4
"KT2440","con",".25",1.438,1.368,1.482,0.0353836120259082,"FabV","putida","reference_strain",0.25
"KT2440","inh","1",0.313,0,0.597,0.172947969054279,"FabV","putida","reference_strain",1
"KT2440","inh",".25",0.810333333333333,0.276,1.085,0.267201754817924,"FabV","putida","reference_strain",0.25
"KT2440","inh","32",0.002,0,0.004,0.00115470053837925,"FabV","putida","reference_strain",32
"KT2440","inh","8",-0.000333333333333333,-0.001,0,0.000333333333333333,"FabV","putida","reference_strain",8
"KT2440","inh","64",0.0153333333333333,0.01,0.022,0.00352766841475279,"FabV","putida","reference_strain",64
"KT2440","inh","128",0.0323333333333333,0.017,0.061,0.0143449565275667,"FabV","putida","reference_strain",128
"KT2440","inh","4",-0.000333333333333333,-0.001,0,0.000333333333333333,"FabV","putida","reference_strain",4
"KT2440","inh","16",-0.000333333333333333,-0.001,0,0.000333333333333333,"FabV","putida","reference_strain",16
"PAO1","con","128",0.328666666666667,0.165,0.417,0.0819193370198867,"FabV","aeruginosa","reference_strain",128
"PAO1","con","32",0.298666666666667,0.259,0.332,0.0213098829445661,"FabV","aeruginosa","reference_strain",32
"PAO1","con","2",1.157,1.14,1.179,0.0115325625946708,"FabV","aeruginosa","reference_strain",2
"PAO1","con",".5",1.197,1.149,1.263,0.0341174442184639,"FabV","aeruginosa","reference_strain",0.5
"PAO1","inh","128",0.0446666666666667,0.039,0.05,0.00317979733805649,"FabV","aeruginosa","reference_strain",128
"PAO1","inh","2",0.502333333333333,0.177,0.675,0.162769093435387,"FabV","aeruginosa","reference_strain",2
"PAO1","inh",".5",0.660666666666667,0.576,0.71,0.0425258091568455,"FabV","aeruginosa","reference_strain",0.5
"PAO1","con","64",0.283666666666667,0.244,0.343,0.0302232434467984,"FabV","aeruginosa","reference_strain",64
"PAO1","con","16",0.461666666666667,0.337,0.63,0.0873543231773779,"FabV","aeruginosa","reference_strain",16
"PAO1","con","1",1.21233333333333,1.162,1.294,0.0412000539373973,"FabV","aeruginosa","reference_strain",1
"PAO1","con",".25",1.198,1.152,1.248,0.0277848879788996,"FabV","aeruginosa","reference_strain",0.25
"PAO1","inh","64",0.0293333333333333,0.015,0.047,0.00938675189355248,"FabV","aeruginosa","reference_strain",64
"PAO1","inh","1",0.567666666666667,0.403,0.656,0.0824061756046097,"FabV","aeruginosa","reference_strain",1
"PAO1","inh",".25",0.829333333333333,0.724,0.99,0.0816197143941203,"FabV","aeruginosa","reference_strain",0.25
"PAO1","con","8",0.807666666666667,0.545,1.008,0.137242283733711,"FabV","aeruginosa","reference_strain",8
"PAO1","inh","GC",0.825666666666667,0.763,0.893,0.0376002364058762,"FabV","aeruginosa","reference_strain",0
"PAO1","con","GC",1.21,1.175,1.274,0.0320468407179241,"FabV","aeruginosa","reference_strain",0
"PAO1","inh","32",0.00366666666666667,0.001,0.006,0.00145296631451356,"FabV","aeruginosa","reference_strain",32
"PAO1","inh","8",0.0923333333333333,0.002,0.175,0.0500877008633634,"FabV","aeruginosa","reference_strain",8
"PAO1","inh","16",0.00166666666666667,0,0.003,0.000881917103688197,"FabV","aeruginosa","reference_strain",16
"PAO1","con","4",0.939333333333333,0.691,1.092,0.125252190045169,"FabV","aeruginosa","reference_strain",4
"PAO1","inh","4",0.347,0.021,0.526,0.163261548851324,"FabV","aeruginosa","reference_strain",4
